question_id,question_uuid,subject,question,options,correct_answer,llama_answer,llama_explanation,llama_correct,qwen_answer,qwen_explanation,qwen_correct,notes
175,4fcf4729-2651-4b10-92f4-acf596b97d21,college_biology,Which of the following adaptive features would least likely be found in an animal living in a hot arid environment?,"A: Long loops of Henle to maximize water reabsorption 
B: Storage of water in fatty tissues 
C: Large ears to aid in heat dispersion 
D: Short loops of Henle to maximize water secretion ",D,D,"In a hot arid environment, an animal would need to conserve water to survive. Maximizing water reabsorption and storage would be beneficial for this purpose. Long loops of Henle (A) would help to reabsorb water from the urine, and storing water in fatty tissues (B) would provide a water reserve. Large ears (C) would aid in heat dispersion, which is also beneficial in a hot environment.

On the other hand, maximizing water secretion (D) would be counterproductive in a hot arid environment, as it would lead to the loss of precious water. Therefore, short loops of Henle, which would facilitate water secretion, would be the least likely adaptive feature found in an animal living in a hot arid",YES,D,"D is the correct answer. In a hot arid environment, animals need to conserve water as much as possible. Long loops of Henle (A) and storage of water in fatty tissues (B) are adaptations that help with water conservation. Large ears (C) can help dissipate heat, which is crucial in hot environments. However, short loops of Henle (D) would actually decrease water conservation, as they would promote more water secretion, making this the least likely adaptation in a hot arid environment.",YES,
176,c46f1636-0a3d-48be-a312-20521d56d27c,college_biology,"In modern terminology, diversity is understood to be a result of genetic variation. Sources of variation for evolution include all of the following except","A: mistakes in translation of structural genes. 
B: mistakes in DNA replication. 
C: translocations and mistakes in meiosis. 
D: recombination at fertilization. ",A,A,"The question asks for the source of genetic variation that is not considered a source of evolution. 

Mistakes in translation of structural genes (A) refer to errors that occur during the process of translating DNA into proteins. These errors do not directly contribute to genetic variation, as they do not result in changes to the DNA sequence itself. 

In contrast, mistakes in DNA replication (B), translocations and mistakes in meiosis (C), and recombination at fertilization (D) are all known sources of genetic variation. Mistakes in DNA replication can lead to mutations, while translocations and mistakes in meiosis can result in chromosomal abnormalities. Recombination at fertilization, also known as genetic recombination, is a process that shuffles",YES,A,"Mistakes in translation of structural genes (A) do not directly contribute to genetic variation for evolution. Genetic variation arises primarily from changes in DNA sequence, which can occur during DNA replication, translocations, and meiosis, or through recombination processes like those occurring at fertilization. Therefore, the correct answer is A.",YES,
177,1f6b1d71-f6ae-4341-9029-26ef239e1966,college_biology,Students are conducting a plant pigment separation exercise that requires them to use a closed chromatography chamber with a small amount of acetone in the bottom of the chamber. Safety warnings for acetone include the statement that it is an eye and skin irritant and has flammable vapors. Of the following‚ which safety precaution should the students take while conducting the exercise?,"A: Putting on fire-retardant gloves to carry the chamber to a fume hood if the acetone catches fire 
B: Placing the chamber in a closed, darkened cabinet for the duration of the pigment separation 
C: Wearing leather gloves and covering the nose and mouth with a particle mask 
D: Wearing goggles and nitrile-type gloves and keeping all acetone containers closed ",D,D,"The correct answer is D because it addresses the two main safety concerns mentioned: eye and skin irritation, and flammable vapors. Wearing goggles and nitrile-type gloves (which are resistant to chemicals) will protect the students' eyes and skin from the acetone. Additionally, keeping all acetone containers closed will prevent the flammable vapors from accumulating and potentially causing a fire. This option takes a comprehensive approach to addressing the safety concerns, making it the most appropriate choice.",YES,D,The correct answer is D. Wearing goggles and nitrile-type gloves provides protection against eye and skin irritation from acetone. Keeping all acetone containers closed minimizes exposure to its flammable vapors. Placing the chamber in a closed cabinet does not address the immediate need for personal protective equipment or vapor control. Fire-retardant gloves are not appropriate for handling acetone as they do not provide adequate protection against chemical exposure.,YES,
178,f9955fa1-3481-408b-922c-b8b959595852,college_biology,"An eager AP Biology student interested in studying osmosis and the movement of water in solutions took a dialysis bag containing a 0.5 M solution and placed it into a beaker containing a 0.6 M solution. If this bag were instead placed into a beaker of distilled water, what would be the expected result?","A: There will be a net flow of water out of the bag, causing it to decrease in size. 
B: There will be a net flow of water into the bag, causing it to swell in size. 
C: The bag will remain the exact same size because no water will move at all. 
D: The solute will flow out of the dialysis bag into the beaker. ",B,B,"The student's dialysis bag initially contains a 0.5 M solution, which is hypotonic compared to the 0.6 M solution in the beaker. When the bag is placed in the beaker, water will flow into the bag through osmosis to equalize the solute concentrations on both sides of the membrane. This is because the higher concentration of solute in the beaker will cause water molecules to move from the beaker into the bag, causing the bag to swell in size.",YES,B,"The correct answer is B. When the dialysis bag containing a 0.5 M solution is placed in distilled water (which can be considered as a 0 M solution), there is a significant concentration gradient. Distilled water has a much lower solute concentration compared to the 0.5 M solution inside the bag. This results in a net flow of water from the area of higher water concentration (distilled water) to the area of lower water concentration (inside the bag), causing the bag to swell.",YES,
179,bf9d1cdb-d717-4307-91c3-9f32166e2019,college_biology,"A biologist studied a population of squirrels for 15 years. During that time, the population was never fewer than 30 squirrels and never more than 45. Her data showed that over half of the squirrels born did not survive to reproduce, because of competition for food and predation. In a single generation, 90% of the squirrels that were born lived to reproduce, and the population increased to 80. Which inference(s) about this population might be true?","A: The amount of available food may have increased. 
B: The number of predators may have decreased. 
C: The squirrels of subsequent generations should show greater levels of genetic variation than previous generations, because squirrels that would not have survived in the past will now survive. 
D: A, B, and C ",D,D,"The correct answer is D. 

The question states that the population was never fewer than 30 squirrels and never more than 45, and that the population increased to 80 in a single generation. This suggests that the population has experienced a significant increase, which is likely due to an increase in the number of squirrels that survive to reproduce. The fact that 90% of the squirrels that were born lived to reproduce in this generation also supports this conclusion.

The increase in the number of squirrels that survive to reproduce could be due to an increase in the amount of available food (A), which would allow more squirrels to survive. Alternatively, it could be due to a decrease in the number of predators (B), which would also",YES,D,"The correct answer is D. The population increased to 80, which suggests an increase in resources or a decrease in mortality factors, supporting options A and B. The survival of previously non-surviving squirrels indicates a change in environmental conditions that allowed more genetic diversity to be passed on, supporting option C. Therefore, all three options are plausible inferences based on the given scenario.",YES,
180,64f8f4d9-4222-4b45-b297-99cae4b8c2f2,college_biology,"If neutral variation is truly ""neutral,"" then it should have no effect on","A: nucleotide diversity. 
B: average heterozygosity. 
C: our ability to measure the rate of evolution. 
D: relative fitness. ",D,A,"The concept of neutral variation implies that the genetic variation is not under any selective pressure, meaning it does not affect the fitness of the individual. As a result, neutral variation should not impact the overall genetic diversity within a population, which is measured by nucleotide diversity. This is because neutral mutations do not influence the ability of individuals to survive and reproduce, and therefore do not contribute to changes in the population's genetic makeup.",NO,D,"D is the correct answer. If a variation is truly neutral, it means it does not affect an organism's fitness or survival. Therefore, it should not influence relative fitness, which measures how well an organism can survive and reproduce compared to others in its population. Neutral variations would not be selected for or against, thus maintaining a stable frequency within the population over time.",YES,
181,5579d0d4-656a-4cee-81aa-56e65df8eef6,college_biology,"The tandem back-and-forth evolution of closely related species, which is exemplified by predator-prey relationships.","A: Divergent evolution 
B: Convergent evolution 
C: Parallel evolution 
D: Coevolution ",D,D,"Coevolution is the process where two or more species that interact with each other, such as predators and their prey, undergo evolutionary changes in response to each other's adaptations. This leads to a back-and-forth evolution of traits in the species involved, as each species adapts to the changes in the other. This is a classic example of coevolution, where the evolution of one species drives the evolution of the other species, and vice versa.",YES,D,"Coevolution occurs when two or more species reciprocally affect each other's evolution, as seen in predator-prey relationships where changes in one species drive changes in the other. This fits the description of the tandem back-and-forth evolution between closely related species.",YES,
182,08536bea-c04f-42f4-a9f8-351c220e4c92,college_biology,The nucleotide sequence of a DNA molecule is 5′-C-A-T-3′. A mRNA molecule with a complementary codon is transcribed from the DNA in the process of protein synthesis a tRNA pairs with a mRNA codon. What is the nucleotide sequence of the tRNA anticodon?,"A: 5′-G-T-A-3′ 
B: 5′-G-U-A-3′ 
C: 5′-C-A-U-3′ 
D: 5-′U-A-C-3′ ",C,B,"To solve this problem, we need to understand the process of transcription and translation in protein synthesis. During transcription, a complementary RNA molecule is synthesized from a DNA template. In this case, the DNA sequence is 5′-C-A-T-3′, and we need to find the complementary mRNA codon.

The base pairing rules in DNA and RNA are as follows:

* Adenine (A) pairs with Uracil (U) in RNA
* Cytosine (C) pairs with Guanine (G)
* Thymine (T) pairs with Adenine (A)

Given the DNA sequence 5′-C-A-T-3′, we can find the complementary mRNA codon by applying these base",NO,D,"The correct answer is D. The DNA sequence provided is 5′-C-A-T-3′. During transcription, this sequence is transcribed into mRNA as 5′-G-U-A-3′ because DNA to RNA transcription involves base pairing where adenine (A) pairs with uracil (U) and cytosine (C) pairs with guanine (G). The tRNA anticodon that pairs with the mRNA codon U-A-C will have the complementary sequence 5′-A-U-G-3′ when considering the wobble position flexibility. However, among the given options, the closest and most accurate match considering standard tRNA structure and function is 5′-U-A-C-3′, which",NO,
183,8059ce46-ea4a-4647-9e14-909861e6f22b,college_biology,Which of the following observations helped Darwin shape his concept of descent with modification?,"A: Species diversity declines farther from the equator. 
B: Fewer species live on islands than on the nearest continents. 
C: Birds can be found on islands located farther from the mainland than the birds' maximum nonstop flight distance. 
D: South American temperate plants are more similar to the tropical plants of South America than to the temperate plants of Europe. ",D,D,"This observation helped Darwin shape his concept of descent with modification because it suggests that the temperate plants of South America have evolved from a common ancestor with the tropical plants of South America, rather than independently evolving from a different ancestor in Europe. This is a key idea in descent with modification, which proposes that species evolve from a common ancestor through the process of modification over time. The similarity between the temperate and tropical plants of South America implies a shared evolutionary history, supporting the concept of descent with modification.",YES,D,"Darwin's observations of biogeographical patterns, particularly the distribution of species, were crucial in shaping his theory of descent with modification. Option D highlights a pattern of species distribution that supports the idea of common descent. It shows that species in similar climatic regions, regardless of their geographical distance from each other, share more similarities than species in different climatic regions, even if they are geographically closer. This observation aligns with the concept of species evolving from a common ancestor and adapting to similar environments, which is a key aspect of descent with modification.",YES,
184,34d1c432-42f6-4657-a9fd-c5a638c5563d,college_biology,"As a young biologist, Charles Darwin had expected the living plants of temperate South America would resemble those of temperate Europe, but he was surprised to find that they more closely resembled the plants of tropical South America. The biological explanation for this observation is most properly associated with the field of","A: meteorology. 
B: embryology. 
C: vertebrate anatomy. 
D: biogeography. ",D,D,"The correct answer is D.

This question is about the observation made by Charles Darwin regarding the similarity between the plants of temperate South America and those of tropical South America, rather than temperate Europe. The field of study that deals with the geographical distribution of living organisms, including plants and animals, is biogeography. Biogeography helps explain why certain species are found in specific regions and how they have adapted to their environments. In this case, the similarity between the plants of temperate South America and those of tropical South America can be explained by biogeography, which would account for the historical migration and dispersal of plant species across different regions.",YES,D,"D is the correct answer. Biogeography is the study of the distribution of species and ecosystems in geographic space and through geological time. Darwin's observation about the plant life in South America highlights the geographical distribution patterns of plants, which is a key aspect of biogeography. This field explains how and why certain species are found in specific regions, unlike meteorology, which focuses on weather and climate patterns; embryology, which deals with the development of organisms; or vertebrate anatomy, which studies the structure of animals with backbones.",YES,
185,53800149-49e5-4e7e-92b2-725c11d6416e,college_biology,Cattle breeders have improved the quality of meat over the years by which process?,"A: artificial selection 
B: directional selection 
C: stabilizing selection 
D: A and B ",D,D,"Artificial selection and directional selection are both processes that involve the intentional selection of certain traits in a population, which is exactly what cattle breeders have done to improve the quality of meat.

Artificial selection is the process of selecting for specific traits in a population, often to achieve a desired outcome. In the case of cattle breeding, breeders have selected for traits such as larger size, faster growth rate, and more desirable meat quality.

Directional selection is a type of artificial selection where the selection pressure is applied in a specific direction, often to move the population in a particular direction. In the case of cattle breeding, breeders have applied directional selection to move the population towards desirable traits such as more marbling, which makes the meat more tender and",YES,D,"Artificial selection and directional selection are both processes cattle breeders use to improve the quality of meat. Artificial selection involves choosing traits to enhance or diminish in a population, which cattle breeders do when selecting for desirable meat characteristics. Directional selection specifically targets and increases one extreme of a trait, such as muscle mass or fat content, which is also a common practice in cattle breeding for better meat quality. Therefore, the correct answer is D, as both processes are utilized in cattle breeding to improve meat quality.",YES,
186,de326425-97af-4c01-a641-41cc573bf281,college_biology,Members of two different species possess a similar-looking structure that they use in a similar fashion to perform the same function. Which information would best help distinguish between an explanation based on homology versus one based on convergent evolution?,"A: The two species live at great distance from each other. 
B: The two species share many proteins in common, and the nucleotide sequences that code for these proteins are almost identical. 
C: The sizes of the structures in adult members of both species are similar in size. 
D: Both species are well adapted to their particular environments. ",B,B,"The correct answer is B because the presence of shared proteins and nearly identical nucleotide sequences in the coding regions would indicate a common ancestry, which is a hallmark of homology. This would suggest that the similar-looking structure in the two species is a result of homology, rather than convergent evolution, where unrelated species develop similar traits independently due to similar environmental pressures. The other options do not provide direct evidence for or against homology or convergent evolution.",YES,B,"The correct answer is B because it directly addresses genetic similarity, which is a key indicator of homology. Homologous structures are derived from a common ancestor and thus share similar genetic blueprints, as evidenced by nearly identical nucleotide sequences coding for the same proteins. This genetic relatedness is a strong indicator of a shared evolutionary history, distinguishing homology from convergent evolution where unrelated species independently develop similar traits due to similar environmental pressures but without a shared genetic origin.",YES,
187,c67f209a-028e-4a11-b798-de9c68130ccc,college_biology,Which of the following cells is most closely associated with phagocytosis?,"A: Neutrophils 
B: Plasma cells 
C: B cells 
D: Memory cells ",A,A,"I chose A because neutrophils are a type of white blood cell that plays a crucial role in the immune system's defense against infections. They are known for their ability to engulf and digest foreign particles and microorganisms through a process called phagocytosis. This process is essential for eliminating pathogens and debris from the body. Neutrophils are highly specialized for this function, making them the most closely associated with phagocytosis among the options provided.",YES,A,A: Neutrophils are the most closely associated with phagocytosis because they are a type of white blood cell that specializes in engulfing and destroying bacteria and other pathogens through the process of phagocytosis. This function is central to their role in the immune system's defense against infections.,YES,
188,92ccbc0e-fc97-47dd-be87-86c31b993046,college_biology,The resting membrane potential depends on which of the following? I. Active transport II. Selective permeability III. Differential distribution of ions across the axonal membrane,"A: III only 
B: I and II only 
C: II and III only 
D: I, II, and III ",D,C,"The resting membrane potential is primarily determined by the differential distribution of ions across the axonal membrane (III), which is a result of selective permeability (II). Active transport (I) plays a role in maintaining this ion distribution, but it is not the primary factor in determining the resting membrane potential. Therefore, the correct answer is the option that includes II and III, but excludes I.",NO,C,"C

The resting membrane potential is primarily established due to the selective permeability (II) of the axonal membrane to certain ions and the differential distribution (III) of ions across the membrane. While active transport (I) does play a role in maintaining ion gradients, it is not directly responsible for establishing the resting membrane potential itself. The resting potential is mainly a result of the passive movement of ions down their concentration gradients through ion channels that are open under resting conditions.",NO,
189,c68b717c-4302-4b52-94a3-affa14de45a5,college_biology,Villi and microvilli are present in the small intestine and aid in reabsorption by,"A: increasing the surface area of the small intestine 
B: decreasing the surface area of the small intestine 
C: making the small intestine more hydrophilic 
D: making the small intestine more hydrophobic ",A,A,"The correct answer is A because villi and microvilli are specialized structures that increase the surface area of the small intestine, allowing for more efficient reabsorption of nutrients. The presence of these structures enables the small intestine to come into contact with a larger amount of digestive enzymes and nutrients, facilitating the breakdown and absorption of nutrients into the bloodstream. This increased surface area is crucial for the reabsorption process, making option A the correct choice.",YES,A,"Villi and microvilli increase the surface area of the small intestine by projecting into the lumen, allowing for more efficient absorption of nutrients. This directly supports option A.",YES,
190,1868a820-ee25-43e1-b74e-e84bbb3a12ba,college_biology,"An organism exposed to wild temperature fluctuations shows very little, if any, change in its metabolic rate. This organism is most probably a","A: ectotherm. 
B: endotherm. 
C: thermophyle. 
D: ascospore. ",B,A,"This organism is most probably an ectotherm because ectotherms, also known as cold-blooded animals, regulate their body temperature using external sources, such as the sun or water, and do not have a constant internal body temperature. As a result, their metabolic rate is influenced by the surrounding temperature, and they tend to show little to no change in metabolic rate when exposed to wild temperature fluctuations.",NO,A,"An ectotherm is an organism that relies primarily on external sources to regulate its body temperature. Because their internal metabolic processes are less active in controlling body temperature, they show minimal changes in metabolic rate when exposed to varying environmental temperatures. This characteristic contrasts with endotherms, which maintain a constant body temperature regardless of the environment and thus would likely show more significant changes in metabolic rate under fluctuating conditions. Therefore, the correct answer is A.",NO,
191,7b3c1fa3-bafa-4267-b1bb-f2ad2f25a1e4,college_biology,"If, on average, 46% of the loci in a species' gene pool are heterozygous, then the average homozygosity of the species should be","A: 23% 
B: 46% 
C: 54% 
D: 92% ",C,A,"To determine the average homozygosity of a species, we need to understand that homozygosity refers to the proportion of loci that are homozygous, meaning they have two identical alleles. If 46% of the loci are heterozygous, it means that the remaining loci are homozygous. Since the total percentage of loci must add up to 100%, we can calculate the percentage of homozygous loci by subtracting the percentage of heterozygous loci from 100%. 

100% - 46% = 54% 

However, this is the percentage of homozygous loci, not the average homozygosity. To find the average homo",NO,C,"The average homozygosity can be calculated as 1 minus the average heterozygosity. Given that 46% of the loci are heterozygous, the remaining 54% must be homozygous. This is because the sum of homozygous and heterozygous loci percentages must equal 100%. Therefore, the correct answer is C.",YES,
192,cf1a9e6f-044c-4118-84c1-affbc68e73d5,college_biology,Organisms in which of the following phyla have a true coelom?,"A: Platyhelminthes 
B: Porifera 
C: Annelida 
D: Nematoda ",B,C,"I chose C because the phylum Annelida, which includes segmented worms such as earthworms, is known to have a true coelom. A true coelom is a fluid-filled cavity that is lined by mesoderm and is found in the bodies of many invertebrate animals. It is a characteristic feature of the Annelida phylum, which is distinct from other phyla such as Platyhelminthes, Porifera, and Nematoda that do not have a true coelom.",NO,C,"C

Organisms in the phylum Annelida have a true coelom, which is a body cavity that is completely enclosed by mesodermal tissue and allows for more efficient organ placement and movement. This is in contrast to organisms in the other phyla listed, where the coelom may be reduced or absent. Platyhelminthes have a pseudocoelom, Porifera lack a coelom entirely, and Nematoda have a non-segmented body with no coelom.",NO,
193,f4a86971-a2a9-40c2-906a-eb97b931eb92,college_biology,"No two people are genetically identical, except for identical twins. The chief cause of genetic variation among human individuals is","A: new mutations that occurred in the preceding generation. 
B: the reshuffling of alleles in sexual reproduction. 
C: genetic drift due to the small size of the population. 
D: geographic variation within the population. ",B,B,"The correct answer is B because the reshuffling of alleles in sexual reproduction is the primary mechanism that leads to genetic variation among human individuals. When two parents with different alleles (forms) of a gene reproduce, their offspring inherit a combination of alleles that is unique to them. This process of recombination and shuffling of alleles results in a diverse range of genetic combinations, contributing to the uniqueness of each individual's genetic makeup.

In contrast, new mutations (A) do occur, but they are relatively rare and not the primary cause of genetic variation. Genetic drift (C) can also contribute to genetic variation, but it is more relevant in small populations where random events can significantly impact the frequency of alleles. Geographic variation (D) can also lead to genetic",YES,B,"The reshuffling of alleles in sexual reproduction is the primary cause of genetic variation among human individuals because during meiosis, alleles from each parent are randomly assorted into gametes, leading to a vast array of possible genetic combinations in offspring. This process introduces significant genetic diversity without requiring new mutations or being influenced by population size or geographic factors alone.",YES,
194,3d67c800-40d1-4d16-821c-49cc888a7202,college_biology,"In a population of giraffes, an environmental change occurs that favors individuals that are tallest. As a result, more of the taller individuals are able to obtain nutrients and survive to pass along their genetic information. This is an example of","A: directional selection. 
B: stabilizing selection. 
C: sexual selection. 
D: disruptive selection. ",A,A,"This question requires an understanding of the different types of natural selection. Directional selection occurs when the environment favors individuals with a specific trait, causing the population to shift in that direction over time. In this case, the environmental change favors taller giraffes, allowing them to obtain nutrients and survive, which means the population will shift towards being taller. This is a clear example of directional selection because the environment is favoring a specific direction (taller) and the population is changing in response.

The other options do not fit this scenario. Stabilizing selection would occur if the environment favored individuals with an average or intermediate trait, not a specific extreme trait like being taller. Sexual selection would occur if the environment favored individuals with certain traits that are attractive to",YES,A,"Directional selection occurs when there is a preference for one extreme of a trait, leading to individuals with that trait becoming more common in the population over time. In this scenario, the environmental change favors the tallest giraffes, which means those individuals are more likely to survive and reproduce, passing on their genes for tall stature. This aligns perfectly with the definition of directional selection, where the population's average trait value shifts towards the extreme favored by the environment.",YES,
195,1bd20ba2-1c0e-476b-b424-a41f57510173,college_biology,"In Darwin's thinking, the more closely related two different organisms are, the","A: more similar their habitats are. 
B: less similar their DNA sequences are. 
C: more recently they shared a common ancestor. 
D: less likely they are to have the same genes in common. ",C,C,"This question requires an understanding of Darwin's theory of evolution and the concept of phylogenetic relationships. The correct answer, C, states that the more closely related two different organisms are, the more recently they shared a common ancestor. This is a fundamental principle of evolutionary biology, as it suggests that closely related species have a more recent common ancestor and have had less time to diverge and accumulate genetic differences.

The incorrect options can be eliminated through logical reasoning. Option A is unrelated to the concept of phylogenetic relationships and is more relevant to ecological or environmental factors. Option B is actually the opposite of what is true: closely related organisms tend to have more similar DNA sequences, not less similar. Option D is also incorrect, as closely related organisms are",YES,C,"Darwin's theory of evolution emphasizes common ancestry. Therefore, the more closely related two organisms are, the more recently they would have shared a common ancestor. This is why option C is correct. The other options do not directly follow from Darwin's principles; habitat similarity (A) and genetic sequence similarity (B) are related but not as directly tied to evolutionary relatedness as time since a common ancestor. The likelihood of sharing the same genes (D) can vary widely even among closely related species due to genetic drift and other factors, making it a less reliable indicator of relatedness compared to the timing of a common ancestor.",YES,
196,b09e4b6f-9296-44e9-bb55-54cfe562c652,college_biology,"Two individuals, one with type B blood and one with type AB blood, have a child. The probability that the child has type O blood is","A: 0% 
B: 25% 
C: 50% 
D: 100% ",A,A,"To determine the probability that the child has type O blood, we need to consider the genotypes of the parents. 

Type B blood is determined by the presence of the B antigen on the surface of red blood cells, which is controlled by the B allele of the ABO gene. Type AB blood is determined by the presence of both A and B antigens, which is controlled by the combination of the A and B alleles of the ABO gene.

The genotype of the individual with type B blood can be either BB or BO, as they only have the B antigen. The genotype of the individual with type AB blood can be AB or AO, as they have both A and B antigens.

For the child to have type O blood, they",YES,A,"The correct answer is A. The genotype for type B blood can be either BB or BO, and for type AB blood, it must be AB. For a child to have type O blood (OO), they need to inherit an O allele from both parents. Since the type AB parent can only pass on an A or B allele and the type B parent can only pass on a B or O allele, there is no combination that allows both parents to contribute an O allele to their child. Therefore, the probability is 0%.",YES,
197,49c38490-408b-4c0e-968a-3ea45c4a7190,college_biology,Which of the following statements about the DNA in one of your liver cells is correct?,"A: Your liver cells contain the same DNA as your white blood cells. 
B: Most of the DNA in your liver cells will be transcribed but not translated. 
C: Most of the DNA in your liver cells will be transcribed in the nucleus and translated in the cytoplasm. 
D: DNA in your liver cells contains genes unique to storing glycogen, while other cells do not contain those genes. ",A,A,"All cells in the human body, including liver cells and white blood cells, contain the same DNA. This DNA is made up of the same 23 pairs of chromosomes, which include the same genes. The difference between cells lies in which genes are expressed, or turned on, and which are not. This is determined by the cell's environment and function, not by the DNA itself. Therefore, liver cells and white blood cells contain the same DNA, making option A the correct answer.",YES,A,"The correct answer is A. Liver cells, like all somatic cells in the human body, contain the same DNA as other somatic cells, including white blood cells. This is because all somatic cells in an organism arise from the same zygote through mitosis, carrying the full set of genetic information. Options B, C, and D are incorrect because they either misrepresent the process of gene expression or the uniqueness of liver cell DNA.",YES,
198,4bff6c5e-ef38-4f20-a64b-abef142e33c5,college_biology,Which describes an African butterfly species that exists in two strikingly different color patterns?,"A: artificial selection 
B: directional selection 
C: stabilizing selection 
D: disruptive selection ",D,D,"Disruptive selection is a type of natural selection where a population is divided into two or more distinct groups, each with a different trait that is favored by the environment. In this case, the African butterfly species has two strikingly different color patterns, suggesting that the environment is favoring two distinct forms, rather than a single intermediate form. This is a classic example of disruptive selection, where the environment is selecting for two extremes rather than a middle ground.",YES,D,"Disruptive selection is the correct answer because it describes a scenario where individuals at the extremes of a trait distribution have a higher fitness than those near the mean. In the context of African butterflies, this could mean that butterflies with very dark or very light color patterns have an advantage over those with intermediate colors, leading to two distinct color patterns becoming more prevalent in the population.",YES,
199,60c3a052-85ec-46a1-9bac-794d638e67a2,college_biology,Crossover would most likely occur in which situation?,"A: Two genes (1 and 2) are located right next to each other on chromosome A. 
B: Gene 1 is located on chromosome A, and gene 2 is on chromosome B. 
C: Genes 1 and 2 are located near each other on the X chromosome. 
D: Gene 1 is located on chromosome A; gene 2 is located far away but on the same chromosome. ",D,B,"Crossover is the process by which genetic material is exchanged between homologous chromosomes during meiosis. For crossover to occur, the genes in question must be located on different chromosomes. This is because crossover requires the physical exchange of genetic material between non-sister chromatids of homologous chromosomes.

In option A, genes 1 and 2 are located next to each other on the same chromosome, so crossover between them is not possible.

In option C, genes 1 and 2 are located near each other on the X chromosome, but this is still the same chromosome, so crossover between them is not possible.

In option D, genes 1 and 2 are located on the same chromosome but far apart, so crossover between them is possible",NO,D,"Crossover, or genetic recombination, is more likely to occur between genes that are located closer together on the same chromosome. This is because regions of the chromosome that are physically closer can more easily exchange genetic material during meiosis. Options A, C, and D all describe genes that are either on the same chromosome or close enough to potentially undergo crossover. However, option D specifically mentions that the genes are far away from each other on the same chromosome, which increases the likelihood of crossover occurring due to the physical proximity of the genes on the chromosome. Therefore, D is the most appropriate answer.",YES,
200,63767ca1-a035-4807-8c28-5719972e76e8,college_biology,A piece of potato is dropped into a beaker of pure water. Which of the following describes the activity after the potato is immersed into the water?,"A: Water moves from the potato into the surrounding water. 
B: Water moves from the surrounding water into the potato. 
C: Potato cells plasmolyze. 
D: Solutes in the water move into the potato. ",B,B,"The correct answer is B because when a piece of potato is immersed in water, the cells of the potato absorb water through a process called osmosis. This is because the concentration of solutes inside the potato cells is higher than the concentration of solutes in the surrounding water, causing water molecules to move from the water into the potato cells to equalize the concentration. This movement of water into the potato cells is known as endosmosis.",YES,B,"Water moves from the surrounding water into the potato because the potato cells have a higher solute concentration than the pure water, causing osmosis to occur where water moves from an area of lower solute concentration to an area of higher solute concentration.",YES,
201,2a8c03c4-fba0-4512-9a98-6170f0d1a60e,college_biology,The primary site of glucose reabsorption is the,"A: glomerulus 
B: proximal convoluted tubule 
C: loop of Henle 
D: collecting duct ",B,B,"The primary site of glucose reabsorption in the nephron is the proximal convoluted tubule. This is because the proximal convoluted tubule is specialized with a high concentration of transport proteins that facilitate the reabsorption of glucose and other nutrients from the filtrate back into the bloodstream. The walls of the proximal convoluted tubule are lined with microvilli, which increase the surface area for reabsorption, allowing for efficient uptake of glucose and other substances. In contrast, the glomerulus is primarily involved in filtration, the loop of Henle is involved in water and electrolyte reabsorption, and the collecting duct is involved in the regulation of water and electrolyte balance, but not primarily glucose re",YES,B,"The primary site of glucose reabsorption is the proximal convoluted tubule because it is the first part of the nephron where the majority of solutes and water are reabsorbed back into the bloodstream. This segment has specialized structures that facilitate the active transport of glucose against its concentration gradient, ensuring efficient recovery of this important nutrient.",YES,
202,aa860576-ff5e-4ca4-962d-87ac76ed6580,college_biology,"A rooster with gray feathers and a hen with the same phenotype produce 17 gray, 7 black, and 8 white chicks. What is the simplest explanation for the inheritance of these colors in chickens?","A: The trait for gray is epistatic over the trait for black. 
B: The trait for gray is epistatic over the trait for white. 
C: The traits for black and white color demonstrate incomplete dominance. 
D: The traits for black and white color demonstrate codominance. ",C,C,"The simplest explanation for the inheritance of these colors in chickens is that the traits for black and white color demonstrate incomplete dominance. This is because the offspring exhibit a combination of the two parental traits, resulting in a range of colors (gray, black, and white). Incomplete dominance occurs when one allele does not completely mask the effect of the other allele, resulting in a blend of the two traits. This is evident in the offspring, where the gray color is a blend of the black and white colors of the parents. The other options do not provide a simple explanation for the observed phenotypes.",YES,C,"The simplest explanation for the inheritance pattern observed is that the traits for black and white color demonstrate incomplete dominance. Incomplete dominance would result in a blend of the two parents' phenotypes when both alleles are present, which could explain the majority of gray offspring. However, the presence of black and white offspring suggests that there's an additional factor or allele influencing the expression of these colors, making options A and B less straightforward. Codominance (option D) typically results in a clear distinction between the two parental traits, which does not align with the observed distribution of gray, black, and white offspring. Therefore, incomplete dominance best fits the described scenario.",YES,
203,21ede160-eb2b-4267-bfcf-826a3780b25f,college_biology,"When imbalances occur in the sex ratio of sexual species that have two sexes (i.e., other than a 50:50 ratio), the members of the minority sex often receive a greater proportion of care and resources from parents than do the offspring of the majority sex. This is most clearly an example of","A: sexual selection. 
B: disruptive selection. 
C: balancing selection. 
D: frequency-dependent selection. ",D,A,"This phenomenon is an example of sexual selection because it involves the differential treatment of offspring based on their sex, which is a key aspect of sexual selection. In this case, the minority sex receives more care and resources, which is a form of selection favoring one sex over the other. This is a classic example of sexual selection, where one sex is favored over the other due to differences in parental investment or other factors.",NO,A,"Sexual selection involves traits that influence mating success, and in this scenario, the allocation of care and resources to one sex over another to increase their mating success fits this definition. Disruptive selection, balancing selection, and frequency-dependent selection do not directly relate to the unequal distribution of care and resources based on sex ratios.",NO,
